Ditmas Park,1957.5,1850.0,1933.33,2030.0,2016.67,1946.33,1916.67,1966.33,1989.67,1912.67,2014.92,1973.67,1999.67,2063.33,2023.0,2123.25,2098.0,2031.67,2299.0,2064.33,2245.83,2213.33,2253.0,2245.67,2271.33,2138.92,2266.67,2232.67,2131.67,1924.67,2048.83,1921.0,1983.0,2099.67,2191.67,2349.83,2156.0,2324.0,2450.0,2469.33
Downtown Brooklyn,3192.33,3220.33,3224.33,3188.67,3136.0,3128.5,3127.67,3157.0,3139.0,3090.33,3136.75,3074.0,3126.67,3203.0,3143.33,3354.17,3281.0,3420.0,3378.67,3337.0,3468.08,3340.67,3490.67,3619.0,3422.0,3159.92,3416.0,3226.67,3057.0,2940.0,3552.25,3033.0,3430.67,3832.0,3913.33,4202.92,4171.0,4158.33,4266.67,4215.67
Dyker Heights,1910.42,1816.67,1966.67,1983.33,1875.0,2119.0,2006.67,2036.0,2233.33,2200.0,2061.5,2199.33,2016.33,1950.0,2080.33,2061.33,2031.0,2015.0,1991.0,2208.33,2031.58,2068.33,1966.33,2041.67,2050.0,2097.92,2125.0,2116.67,2066.67,2083.33,1982.25,1833.33,2033.33,2054.33,2008.0,2318.75,1983.33,2258.33,2375.0,2658.33
East Flatbush,1668.33,1433.33,1616.67,1898.33,1725.0,1868.08,1831.67,1832.67,1883.33,1924.67,1993.33,1966.67,1999.33,2050.0,1957.33,2152.33,2086.67,2115.0,2266.33,2141.33,2144.17,2131.67,2141.67,2131.33,2172.0,2174.42,2198.33,2216.0,2166.67,2116.67,2149.92,2203.0,2161.33,2100.0,2135.33,2479.17,2419.0,2484.33,2497.33,2516.0
East Harlem,2239.5,2148.67,2267.33,2263.33,2278.67,2344.25,2255.0,2384.0,2378.0,2360.0,2368.25,2353.0,2383.33,2398.33,2338.33,2297.0,2314.33,2316.67,2308.33,2248.67,2400.92,2345.67,2409.0,2461.0,2388.0,2317.92,2416.67,2415.0,2295.0,2145.0,2190.0,2033.33,2180.0,2288.33,2258.33,2650.42,2481.67,2663.33,2750.0,2706.67
East New York,1766.42,1641.67,1690.67,1883.33,1850.0,1941.67,1850.0,1875.0,2083.33,1958.33,1987.0,1966.67,2033.0,2033.33,1915.0,2135.58,2083.33,2133.33,2176.67,2149.0,2162.5,2133.33,2116.67,2183.33,2216.67,2179.25,2225.0,2231.67,2181.0,2079.33,2150.75,2124.33,2108.33,2154.0,2216.33,2348.0,2215.0,2300.0,2394.33,2482.67
East Tremont,1521.25,1302.33,1499.33,1625.0,1658.33,1523.6,1412.5,1400.0,1698.0,1695.0,1691.8,1571.0,1791.67,1720.0,1695.0,1799.82,1683.33,1719.0,1816.67,1953.33,1731.8,1866.67,1625.0,1646.5,1775.0,1770.22,1821.5,1900.0,1796.67,1666.33,2061.0,1762.5,1950.0,2083.0,2275.0,2116.18,1746.0,2317.0,2374.33,2094.33
East Village,3094.42,2950.0,3121.67,3191.0,3115.0,3171.08,3128.67,3275.0,3214.0,3066.67,3133.0,3119.0,3325.0,3150.0,2938.0,3232.33,3015.0,3408.67,3355.67,3150.0,3357.42,3160.67,3498.33,3466.67,3304.0,3027.58,3212.67,3233.33,2981.67,2682.67,3119.17,2571.67,2900.0,3398.33,3606.67,4051.67,3886.0,4208.33,4131.33,3981.0
Elmhurst,1844.58,1824.0,1945.67,1825.33,1783.33,1824.83,1828.33,1825.0,1837.67,1808.33,1973.0,1975.0,2022.67,1996.67,1897.67,1921.0,1940.0,1851.33,1996.67,1896.0,1963.33,1916.67,1997.0,2016.33,1923.33,1939.17,1991.67,2046.0,1910.67,1808.33,1865.42,1775.0,1850.0,1850.0,1986.67,2119.42,2044.67,2122.67,2130.0,2180.33
Financial District,3617.75,3567.67,3646.67,3681.67,3575.0,3583.42,3521.0,3615.0,3660.0,3537.67,3612.17,3491.67,3605.0,3731.67,3620.33,3664.5,3631.0,3586.67,3749.0,3691.33,3771.33,3706.67,3847.33,3790.33,3741.0,3431.83,3766.33,3519.67,3265.0,3176.33,3801.08,3218.33,3472.33,4150.0,4363.67,4416.75,4432.67,4389.33,4465.0,4380.0
Flatbush,1813.5,1733.33,1783.33,1883.0,1854.33,1889.33,1850.0,1909.0,1900.0,1898.33,1982.08,1898.33,1966.67,2050.0,2013.33,2083.92,1999.67,2031.67,2166.33,2138.0,2219.58,2111.0,2186.33,2266.67,2314.33,2238.17,2327.0,2290.67,2225.0,2110.0,2211.0,2083.0,2161.33,2233.33,2366.33,2674.33,2545.0,2671.33,2831.0,2650.0
Flatiron,4904.25,4616.0,5021.0,4996.67,4983.33,4771.92,4891.33,4643.33,4875.0,4678.0,4651.67,4549.0,4639.33,4700.0,4718.33,4616.83,4552.67,4555.0,4693.67,4666.0,4936.75,4821.0,4910.0,5104.33,4911.67,4325.33,4824.0,4389.33,4110.67,3977.33,4886.5,4116.67,4509.67,5450.0,5469.67,5825.25,5567.0,5933.67,6038.0,5762.33
Flushing,1777.08,1716.67,1791.67,1833.33,1766.67,1995.33,1889.33,2083.33,1887.67,2121.0,2069.83,2104.33,2066.67,2150.0,1958.33,1921.33,1871.0,1966.67,1962.67,1885.0,1915.25,1907.67,1966.67,1941.67,1845.0,2027.67,2021.67,1973.33,2066.67,2049.0,1953.67,1916.67,2018.67,2016.67,1862.67,2078.75,1966.67,2015.0,2133.33,2200.0
Fordham,1368.58,1366.67,1254.0,1382.67,1471.0,1495.5,1404.33,1521.0,1550.0,1506.67,1737.83,1641.67,1744.33,1811.67,1753.67,1807.83,1795.33,1749.0,1921.67,1765.33,1768.67,1732.67,1833.33,1852.0,1656.67,1699.92,1695.33,1700.0,1655.0,1749.33,1782.67,1744.33,1846.0,1812.67,1727.67,1793.17,1766.67,1815.33,1816.67,1774.0
Forest Hills,2150.08,2015.0,2109.33,2246.0,2230.0,2171.08,2165.0,2173.67,2200.0,2145.67,2073.75,2066.67,2032.33,2112.67,2083.33,2021.08,2033.33,1969.33,2083.33,1998.33,2128.42,2032.67,2098.33,2228.33,2154.33,2046.42,2124.0,2063.33,2000.0,1998.33,2025.25,1982.67,1980.0,2021.67,2116.67,2352.75,2181.0,2362.67,2483.0,2384.33
Fort Greene,2827.08,2826.67,2866.67,2848.33,2766.67,2810.0,2733.33,2793.33,2932.67,2780.67,2842.25,2805.0,2950.0,2880.67,2733.33,2854.83,2700.0,2825.0,2945.0,2949.33,3164.25,2898.33,3366.0,3257.67,3135.0,3000.83,3226.33,3112.33,2858.0,2806.67,3099.67,2709.0,2802.33,3338.0,3549.33,3781.33,3510.67,3862.0,3918.0,3834.67
Glendale,1849.75,1765.67,1875.0,1883.33,1875.0,1936.67,1875.0,1966.33,1912.67,1992.67,2033.08,2133.33,2000.0,1975.0,2024.0,2067.75,2000.0,2150.0,2091.67,2029.33,2135.33,2097.33,2119.67,2191.0,2133.33,2213.58,2245.0,2291.67,2211.0,2106.67,2089.58,2016.67,2033.33,2175.0,2133.33,2303.92,2216.33,2366.67,2333.0,2299.67
Gowanus,3168.33,2890.0,3216.67,3300.0,3266.67,3140.67,3316.0,3143.67,3087.67,3015.33,2883.08,2966.67,2847.0,2960.0,2758.67,2920.42,2723.0,2990.0,3093.33,2875.33,3051.58,2888.67,2979.0,3160.33,3178.33,2852.83,3027.67,2916.67,2733.33,2733.67,2831.75,2606.67,2800.0,2887.67,3032.67,3776.5,3616.33,3757.67,3997.67,3734.33
Gramercy Park,3526.67,3450.0,3500.0,3615.0,3541.67,3572.0,3677.67,3715.0,3565.67,3329.67,3452.92,3486.67,3565.0,3493.33,3266.67,3562.75,3487.67,3590.0,3623.33,3550.0,3922.92,3687.67,3996.0,4174.67,3833.33,3445.83,3863.33,3491.67,3307.33,3121.0,3404.25,2931.67,3000.0,3549.33,4136.0,4494.0,4491.0,4463.67,4557.0,4464.33
Gravesend,1696.5,1679.33,1673.33,1708.33,1725.0,1815.67,1750.0,1920.0,1756.67,1836.0,1789.83,1831.67,1783.33,1771.0,1773.33,1796.83,1716.0,1837.0,1805.0,1829.33,1793.25,1721.0,1762.33,1823.0,1866.67,1822.08,1908.33,1796.0,1833.33,1750.67,1811.92,1744.33,1783.33,1811.67,1908.33,2099.42,1998.0,2141.33,2033.33,2225.0
Greenpoint,2685.42,2525.0,2650.0,2833.33,2733.33,2803.83,2715.0,2812.67,2866.67,2821.0,2778.17,2783.33,2815.0,2848.33,2666.0,2802.92,2631.67,2836.0,2949.0,2795.0,3031.25,2798.67,3028.33,3273.33,3024.67,2983.08,3228.67,3075.0,2912.0,2716.67,3116.42,2733.0,2900.0,3399.33,3433.33,4018.17,3664.33,4016.67,4225.0,4166.67
Greenwich Village,3789.17,3750.0,3558.33,3781.67,4066.67,3865.83,3963.33,3820.0,3830.0,3850.0,3660.33,3816.0,3702.67,3566.67,3556.0,3730.67,3620.33,3689.33,3766.33,3846.67,4100.83,3921.67,3831.0,4197.0,4453.67,3539.08,4066.67,3646.67,3375.67,3067.33,3642.17,3166.67,3266.67,3878.33,4257.0,4740.67,4466.67,4499.33,4981.67,5015.0
Greenwood,2235.0,2150.0,2200.0,2300.0,2290.0,2206.25,2200.0,2225.0,2300.0,2100.0,2318.33,2198.33,2316.67,2316.67,2441.67,2458.17,2280.0,2546.67,2674.33,2331.67,2421.67,2299.67,2421.67,2482.33,2483.0,2366.42,2516.33,2499.67,2333.0,2116.67,2225.92,2033.33,2171.0,2333.0,2366.33,2831.33,2433.33,2841.67,2916.0,3134.33
Hamilton Heights,2380.83,2333.33,2391.67,2466.67,2331.67,2380.08,2433.33,2357.67,2333.33,2396.0,2413.75,2391.33,2447.0,2458.33,2358.33,2434.5,2283.33,2482.0,2531.67,2441.0,2486.83,2412.0,2516.0,2581.67,2437.67,2437.25,2483.33,2565.0,2390.0,2310.67,2330.58,2247.33,2283.33,2350.0,2441.67,2691.67,2515.0,2679.0,2774.33,2798.33
Highbridge,1441.64,1291.67,1411.0,1479.33,1574.33,1698.73,1900.0,1666.67,1679.33,1616.0,1743.58,1650.0,1654.33,1860.0,1810.0,1851.08,1885.0,1787.67,1766.67,1965.0,1850.92,2057.33,1705.33,1824.33,1816.67,1873.17,1893.33,1918.67,1889.33,1791.33,1820.42,1738.33,1858.67,1885.33,1799.33,1986.55,1988.0,2081.0,2031.67,1846.0
Inwood,1849.17,1739.0,1849.33,1900.0,1908.33,1849.0,1850.67,1924.33,1825.0,1796.0,1829.25,1800.0,1872.0,1848.33,1796.67,1913.58,1866.67,1916.67,1954.33,1916.67,1978.75,1887.33,1936.0,2058.33,2033.33,1959.17,2023.33,1991.67,1955.0,1866.67,1889.75,1896.67,1849.67,1871.0,1941.67,2071.67,2033.33,2130.67,2120.0,2002.67
Jackson Heights,1780.08,1750.0,1766.67,1804.33,1799.33,1850.5,1783.33,1818.33,1879.33,1921.0,1872.92,1883.33,1850.0,1866.67,1891.67,1888.33,1915.0,1858.33,1950.0,1830.0,1947.58,1816.33,1962.33,2033.33,1978.33,1975.42,2066.33,1994.0,1966.33,1875.0,1897.08,1829.33,1826.67,1907.67,2024.67,2066.25,1896.67,2050.0,2131.33,2187.0
Jamaica,1691.8,2150.0,1582.67,1600.0,1740.0,1900.6,1857.33,1935.0,1905.0,1918.0,1988.75,1954.33,2119.33,1979.33,1902.0,2131.75,1995.0,2048.0,2329.0,2155.0,2162.75,2098.33,2170.0,2182.67,2200.0,2104.08,2226.67,2081.33,2037.33,2071.0,2254.83,2137.0,2108.33,2367.67,2406.33,2599.67,2387.67,2657.67,2685.0,2668.33
Jamaica Estates,1654.1,1636.5,1672.5,1674.0,1633.67,1708.17,1616.0,1625.0,1766.67,1825.0,2052.0,2061.0,1715.0,2477.0,1955.0,2076.17,1846.0,2059.33,2306.0,2093.33,1809.58,1815.67,1858.33,1844.33,1720.0,1942.55,2101.67,1837.5,1926.0,1870.0,1909.67,1971.67,1893.67,1931.67,1841.67,2060.83,1833.33,2015.0,2383.33,2011.67
Kensington,2018.0,1832.0,2000.0,2066.67,2173.33,2080.17,2033.33,2049.67,2121.0,2116.67,2000.42,1985.0,1950.0,2050.0,2016.67,2081.58,2098.33,1996.67,2166.33,2065.0,2159.92,2083.33,2133.33,2298.0,2125.0,2097.42,2215.0,2199.67,2088.33,1886.67,1977.08,1841.67,1836.0,2114.33,2116.33,2455.67,2241.0,2491.67,2627.67,2462.33
Kew Gardens,1852.08,1733.33,1816.67,1908.33,1950.0,1912.5,1866.67,1933.33,1933.33,1916.67,1922.67,1928.67,1899.33,1887.67,1975.0,1903.17,1933.33,1911.0,1861.0,1907.33,1932.92,1881.67,2035.67,1950.0,1864.33,1874.42,1950.0,1871.0,1843.33,1833.33,1897.5,1878.33,1816.67,1893.33,2001.67,2107.25,2014.67,2023.0,2133.0,2258.33
Kew Gardens Hills,1807.92,1675.0,1785.67,1833.33,1937.67,1954.83,1916.67,1881.0,2015.0,2006.67,1936.33,1975.0,1916.67,1920.33,1933.33,1940.0,1890.0,2000.0,1924.67,1945.33,1925.58,1928.67,1904.67,1962.33,1906.67,1935.33,1907.0,1923.33,1993.33,1917.67,1961.25,1900.0,1987.0,1950.0,2008.0,2237.0,2125.0,2099.67,2256.67,2466.67
